Title,Score,Name,Date,actions,text
" Heroism Redefined- Indian Cinema
",10,dhanushdhama,14 April 2022,"
                    13 out of 18 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Prashanth Neel is the great director who creates Great Elevation and Action sequences.

Yash acting is amazing.

All characters are utilised the best.

Twist, emotion is also perfect."
" Goosebumps.!
",9,Couziambatman,14 April 2022,"
                    12 out of 17 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","First of all its never easy to make a sequel to a movie that too which had such a hybe behind it, but the director have done it with style . Havnt seen a movie which gave goosebumps from the start till end like this after KGF part 1 ironically. Its all style over substance but it aint bad at what it does. Have some minor set backs which can be easily ignored when looked at the bigger picture."
" In terms of Pure Charisma, there's nobody like Yash, he is something else!
",8,SoumikBanerjee25,17 April 2022,"
                    7 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","The people who fell in love with the first chapter, I can safely say that they are in for an absolute delight. It's bigger, better and more grand in the truest sense of the word! Prashant Neel knew what the fans wished for and he duly delivers. With electrifying Cinematography, phenomenal background score and a surplus of action set pieces, it's nothing but an Action Junky's dream come true.

Regardless, speaking of my personal opinion on it, I did enjoy my time in the theatres, and did take a strong liking to whatever this had in its offerings; However, I wasn't fully sold on it.

Halt the hate train and just let me clarify...

I have mainly two criticisms, one is about the forceful incorporation of romance (which was mostly counterproductive) and the other one is a somewhat loose portrayal of Sanjay Dutt as ""Adheera"". Just try to remember what Prashant Neel previously did with Ramachandra Raju as Garuda. That character, not only looked ferocious and frightening he also talked evil, acted evil, and the whole aura around him was appalling to say the very least.

Now when it comes to Adheera, the impression is quite distinct. Don't get me wrong, he still is efficient enough and Mr Dutt played the role remarkably well, it's just that his character appeared more like a murderous, bloodthirsty warrior (inspired by Viking traditions) than a vicious, vile adversary against our lead protagonist.

For Srinidhi Shetty (as Reena); My qualms are a little different. I would not put the entire blame on her, as she did whatever the director had made her do. It's her character, or the writing rather, that leaves much to be desired. On a side note, I admire what they did with Ramika Sen; she's fierce, desperate and very much to the point. Needless to say, Raveena Tandon did an incredible job as well.

Looking at how my review had gone so far, you guys might be having some doubts regarding my judgements, well, don't get any wrong ideas cause I wholeheartedly appreciate the film for what it is and what it represents. And the main reason for my fondness goes to Yash aka Rocky!

I'm telling you, this man is something else. I have seen lots of superstars over the years but none come remotely close to what Yash brings to the table. His magnetic personality, the specific way in which he delivers his lines, and the undeniable charisma that he possesses; it's truly one of a kind, unparalleled in every sense."
" Kannada Cinema in all its Glory
",9,sujanfaster,15 April 2022,"
                    14 out of 21 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","The ambition of the movie KGF is kind of like its lead character Rocky Bhai which is to conquer whatever is possible. Chapter 1 not only made sure Kannada movie industry on the map, but also led to the start of filmmakers taking pan India releases seriously. This was just because of the sheer quality of dubbing, right partnerships and promotion efforts while releasing in other languages. Finally, when KGF Chapter 2 is hitting the screens 3.5 years after its predecessor the cinema lovers across India also across some parts of the world have embraced it with love. KGF is complex and detailed filmmaking at its best for a gangster action drama. Director Prashant Neel's attention to detail is what makes it stand out from the rest of action/drama movies. With only 3 films under his belt in the last 8 years, it looks like he has already established his brand of filmmaking.

While the first part showed us the rise of Rocky bhai after dethroning Garuda in KGF, the plot of the second part is slightly more complex and political. Chapter 2's narration is almost like a biopic of an actual gangster (or should I say monster :P). The movie keeps you hooked frame by frame and almost makes you feel a part of the world of KGF. Cinematography, art direction and the background score elevate almost every scene to a different level. Adheera's introduction scene involving his entry into Rocky's territory starts literally by ""burning bridges"". This is just a sample of many cleverly executed scenes throughout the movie.

The dark sepia kind of tone with barely any colourful visuals perfectly suits director's narrative. The action sequences have been executed and edited more like art and haven't gone unnecessarily over the top. One of the fight scenes which is barely relevant to the plot still makes for a great watch just because of the background narration and the camerawork. The dialogue writing continues to impress, and it is one of the best I have seen in Kannada cinema in my lifetime. The songs may seem like almost a continuation of part 1 music, but the visual treatment of them makes you hum and cheer along. There is a brilliant mini recreation of part 1 in the song 'Toofan' and it is probably one of the best example of Neel's genius execution.

The KGF franchise has focused a lot on each and individual characters. Irrespective of how big/small the role is almost each of them gets a narration and introduction of their own. This turns out to be both a blessing and a curse, especially in this movie. The character arc for some roles turns out to be slightly abrupt, but I guess it is the sacrifice director must make for the optimal running time. This does not affect Rocky Bhai's character and the evolution from Chapter 1 to Chapter 2 is handled seamlessly. Yash's dialogue delivery as Rocky will forever be a trademark of its own. Almost every line of Rocky bhai's character is a punch dialogue and Yash delivers them all in style without seeming to be jarring. He brings shades of Al Pacino from Scarface at times. Sanjay Dutt as Adheera has a great screen presence as an antagonist but somehow his character lacks a strong conflict with the lead and a detailed backstory to establish his purpose better. Srinidhi Shetty does get a longer screen time and she does more than a decent job with very few lines. Her character towards the end turns out to be a bit too mainstream and I believe that was planned by the director keeping a certain section of the audience in mind. Prashant Neel has very cleverly handled Raveena Tandon's dubbing and has not tried to force her lip sync in Kannada. This also serves the purpose of her being in Delhi as the Prime Minister. All other supporting characters contribute their bit to movie's elevating moments. Harish Rai as Chacha is a very well written old school supporting character and hats off to the director for creating a right mix of veteran and new age Kannada movie actors.

KGF Chapter 2 is more than just a mass entertainer. It is the perfect artistic execution of the story of a movie and credit has to be given to all its departments. It is an event to witness in one's lifetime and if you are a Kannadiga, you'd be walking out of the theatre beaming with pride."
" Blockbuster In Capital Letters
",10,abhishekshatry,15 April 2022,"
                    14 out of 21 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","#OneWordReview... #KGF2: BLOCKBUSTER.

#KGFChapter2 is a WINNER, more than lives up to the humongous hype... #PrashanthNeel immerses us into the world of #KGF2, delivers a KING-SIZED ENTERTAINER... MUST, MUST, MUST WATCH."
" Incredible...
",10,sanket-65610,14 April 2022,"
                    21 out of 28 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",Great movie. Yash & Sanjay Dutt done a great job. Movie meets the expectations...must watch...This is better than first chapter. Background music bgm. I highly recommend. Hope it will break many records.
" This movie attacked my eardrums
",1,nidsri123,17 April 2022,"
                    21 out of 34 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","This movie was so loud that my eardrums started hurting and I got nauseated. I went out and complained to AMC staff about the unusual sound level. They were very courteous and immediately turned down the volume. Entire hall should have thanked me for saving them from loud torture. I gave 1 star only for Raveena Tondon. Sanjay Dutt was dashing too. It was hilarious to see him copying the Viking look 😂. They stole other scenes from Game of thrones. The wall. The dinner. Too many characters. Very patchy storyline. It's been 6 hours, I came out of movie hall, I still can't hear very well 😬."
" Fabulous movie
",10,kr-33814,14 April 2022,"
                    12 out of 18 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","I don't like the 2nd installment of movies but I like this one because of #GoodDirection, #GoodStory, #GoodActing & #GoodTeamWork. Mr. Prashant Neel you're selected to direct hollywood movies."
" Definitely over the top, but can be excused!
",8,l-80790,16 April 2022,"
                    9 out of 13 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","HONEST REVIEW FROM A NOT A FAN OF YASH!

Just like KGF 1, KGF 2 is also extremely over the top so if you were a fan of KGF before , then only choose this film. Just don't go watch KGF 2 just because of the hype and stuff, watch KGF 1 first..see if you liked it then go for 2nd part as this film caters mostly to young audience and die hard fans of masala films.

KGF 2 can be easily excused for its over the top nature solely because of some terrific performances and interesting story telling. It is exactly the same storytelling like KGF 1 but director Neel takes it one step above. It is this interesting storytelling that held my attention in part 1 and even now in part 2.

The BGM is just earthquake inducing ..it's extremely loud but it's so electrifying that it elevates any scene where Yash would be present. I personally enjoyed the BGM. Dialogues are again those typical chest thumping ones from what you expect from South India. But they are hard hitting and good to hear. Especially from Yash's mother.

Filled with tons of whistle/clap worthy scenes be it Yash or Sanju baba both have got some terrific dialogues that induce whistles.

Performances. Everyone has done a fantastic job be it the lead or the side actors .

Cinematography and setting of this film is just top class. Definitely you can feel the green screen background at places but whats in front of that green screen is just mesmerizing. Rustic and raw looking . The mines are so well set that grayish tone and everything gives that rustic look. Highly impressed.

Climax battle is a treat. All hell break loose. That final battle felt like I was watching some battle from some kingdom film where two kings from two kingdoms are fighting. Absolute treat for masala lovers. Fires coming out as Adheera and Rocky proceed to clash is just extraordinary to watch. Full value for money scene.

Negatives - a section no 10/10 reviewer would tell you but I'll highlight them. 1. Stretched ending 2. Some hilarious fight sequences. I am not a die hard fan of any south film so when I see such action, it definitely looks super exciting but at the same time definitely makes me laugh at least once. 3. An absolute not needed romantic song in the 2nd half that Unnecessarily increases the length of the film further which already is stretched at the end. 4. In 1st half there is a car chase sequence (that imo looked exactly like the one from the climax of Race 3 lol) . The way it is shot, in start-stop manner , didnt like it. Would have enjoyed a full sequence rather than that start-stop fashion . Also, wait, wait. There is a scene at the very last related to Rocky it looked exactly inspired from James Bond : no time to die ending sequence.

Overall, if you are a die hard masala film fan or even if you loved KGF 1, then you cannot miss KGF 2. You pay 200rs or 1700rs for the most expensive cinema, you will feel totally satisfied.

PS - I don't glorify/ celebrate films like these."
" Kgf chapter 2 game changer cinema in India film industry
",10,senguptabittu,14 April 2022,"
                    14 out of 19 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ",I just complete KGF chapter 2 after watching this film my mind is totally block I never expected this kind of making provide this film hats off to the film makers to make a such a brilliant film sometime KGF action feel like mad Max oh God you guys just go and watch this film it's totally worth watch hats off Prashant Neel and her vision he is a another SS Rajamouli.
" WHAT A MOVIE 10/10
",10,gulamfarid22,14 April 2022,"
                    14 out of 20 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink
                ","Only Yash show love u brother and all cast Of the movie Sanjay dutt and shrinidhi looking very beautiful raveena all characters was very good action, thrill , and atitude, anger are fabulous and last one it's BGM music was amazing must watch movie...."
